v,vw,o,c,h,l,t,n,timestamp
1426.0,183.8916,183.8409,183.9,183.9,183.8409,1704808920000,59,2024-01-09 14:02:00+00:00
4590.0,183.9087,183.9,183.93,183.93,183.88,1704808980000,89,2024-01-09 14:03:00+00:00
3813.0,183.9298,183.93,183.93,183.93,183.93,1704809040000,62,2024-01-09 14:04:00+00:00
6398.0,183.9044,183.93,183.83,183.93,183.83,1704809100000,171,2024-01-09 14:05:00+00:00
1615.0,183.8871,183.92,183.88,183.92,183.88,1704809160000,87,2024-01-09 14:06:00+00:00
1430.0,183.9096,183.89,183.93,183.93,183.89,1704809220000,84,2024-01-09 14:07:00+00:00
2934.0,183.8848,183.85,183.91,183.91,183.85,1704809280000,112,2024-01-09 14:08:00+00:00
7237.0,183.943,183.93,183.94,184.0,183.9,1704809340000,155,2024-01-09 14:09:00+00:00
2536.0,183.9434,183.94,183.92,183.95,183.92,1704809400000,106,2024-01-09 14:10:00+00:00
1136.0,183.9344,183.9385,183.94,183.94,183.93,1704809460000,63,2024-01-09 14:11:00+00:00
1602.0,183.9726,183.97,184.0,184.0,183.97,1704809520000,65,2024-01-09 14:12:00+00:00
1224.0,183.9871,184.0,184.0,184.0,184.0,1704809580000,67,2024-01-09 14:13:00+00:00
3521.0,183.9972,183.99,183.9996,184.0,183.99,1704809640000,66,2024-01-09 14:14:00+00:00
2333.0,184.0328,184.0,184.05,184.05,183.97,1704809700000,63,2024-01-09 14:15:00+00:00
6596.0,183.9267,184.02,183.9698,184.02,183.85,1704809760000,260,2024-01-09 14:16:00+00:00
4584.0,183.8693,183.85,183.86,183.9,183.85,1704809820000,98,2024-01-09 14:17:00+00:00
1760.0,183.8704,183.85,183.9,183.9,183.82,1704809880000,64,2024-01-09 14:18:00+00:00
550.0,183.8831,183.8516,183.9,183.9,183.8516,1704809940000,41,2024-01-09 14:19:00+00:00
6186.0,183.8063,183.83,183.75,183.83,183.75,1704810000000,213,2024-01-09 14:20:00+00:00
3138.0,183.7731,183.75,183.78,183.8,183.75,1704810060000,107,2024-01-09 14:21:00+00:00
4386.0,183.7937,183.79,183.804,183.804,183.78,1704810120000,106,2024-01-09 14:22:00+00:00
828.0,183.8578,183.85,183.85,183.85,183.85,1704810180000,53,2024-01-09 14:23:00+00:00
3808.0,183.8581,183.84,183.84,183.88,183.84,1704810240000,96,2024-01-09 14:24:00+00:00
3639.0,183.8776,183.85,183.9,183.9,183.85,1704810300000,81,2024-01-09 14:25:00+00:00
7443.0,183.9619,183.9,184.02,184.02,183.88,1704810360000,148,2024-01-09 14:26:00+00:00
4136.0,184.0478,184.05,184.08,184.1,184.02,1704810420000,106,2024-01-09 14:27:00+00:00
9163.0,184.0444,184.05,184.0,184.08,184.0,1704810480000,195,2024-01-09 14:28:00+00:00
15463.0,184.0321,184.0,184.03,184.08,183.93,1704810540000,237,2024-01-09 14:29:00+00:00
1020430.0,183.9388,183.92,183.68,184.23,183.65,1704810600000,9658,2024-01-09 14:30:00+00:00
245594.0,183.8389,183.66,183.9801,184.1,183.62,1704810660000,3047,2024-01-09 14:31:00+00:00
292837.0,183.9696,183.99,183.78,184.17,183.7,1704810720000,3680,2024-01-09 14:32:00+00:00
280194.0,183.6834,183.77,183.6971,183.79,183.55,1704810780000,3302,2024-01-09 14:33:00+00:00
209626.0,183.8049,183.695,183.86,183.91,183.5994,1704810840000,2650,2024-01-09 14:34:00+00:00
200912.0,183.8623,183.8536,183.8156,183.94,183.76,1704810900000,2584,2024-01-09 14:35:00+00:00
201605.0,183.7741,183.835,183.73,183.895,183.64,1704810960000,2696,2024-01-09 14:36:00+00:00
148554.0,183.7143,183.73,183.7518,183.8,183.625,1704811020000,2322,2024-01-09 14:37:00+00:00
200851.0,183.5903,183.75,183.44,183.75,183.43,1704811080000,2985,2024-01-09 14:38:00+00:00
244113.0,183.4087,183.445,183.25,183.56,183.25,1704811140000,3031,2024-01-09 14:39:00+00:00
222975.0,183.2961,183.25,183.225,183.4278,183.195,1704811200000,2608,2024-01-09 14:40:00+00:00
166752.0,183.2378,183.225,183.18,183.3,183.15,1704811260000,2218,2024-01-09 14:41:00+00:00
185622.0,183.1942,183.18,183.155,183.29,183.105,1704811320000,2270,2024-01-09 14:42:00+00:00
339220.0,183.0212,183.1505,182.9414,183.1505,182.93,1704811380000,4222,2024-01-09 14:43:00+00:00
249360.0,182.9042,182.95,182.91,182.9988,182.825,1704811440000,2820,2024-01-09 14:44:00+00:00
231945.0,182.8586,182.9,182.88,182.92,182.83,1704811500000,2744,2024-01-09 14:45:00+00:00
157585.0,182.8708,182.88,182.8538,182.9199,182.83,1704811560000,1941,2024-01-09 14:46:00+00:00
199910.0,182.8278,182.8518,182.85,182.9,182.7416,1704811620000,2616,2024-01-09 14:47:00+00:00
136461.0,182.9436,182.85,182.905,183.01,182.85,1704811680000,1865,2024-01-09 14:48:00+00:00
201477.0,182.8463,182.9014,183.015,183.03,182.73,1704811740000,2387,2024-01-09 14:49:00+00:00
169724.0,183.0504,183.01,183.15,183.17,182.91,1704811800000,2321,2024-01-09 14:50:00+00:00
156091.0,183.1433,183.16,183.095,183.22,183.07,1704811860000,2096,2024-01-09 14:51:00+00:00
82385.0,183.1026,183.09,183.1356,183.165,183.016,1704811920000,1500,2024-01-09 14:52:00+00:00
127379.0,183.1064,183.15,183.04,183.205,183.0,1704811980000,1847,2024-01-09 14:53:00+00:00
109588.0,183.0147,183.0213,183.0024,183.055,182.98,1704812040000,1826,2024-01-09 14:54:00+00:00
109157.0,183.0167,183.0,183.08,183.13,182.9,1704812100000,1748,2024-01-09 14:55:00+00:00
94798.0,183.0583,183.08,183.1,183.12,183.01,1704812160000,1200,2024-01-09 14:56:00+00:00
118439.0,183.1428,183.105,183.15,183.21,183.07,1704812220000,1533,2024-01-09 14:57:00+00:00
104377.0,183.1762,183.155,183.23,183.23,183.14,1704812280000,1329,2024-01-09 14:58:00+00:00
133021.0,183.2729,183.2384,183.27,183.295,183.235,1704812340000,1635,2024-01-09 14:59:00+00:00
158299.0,183.2261,183.255,183.17,183.3,183.15,1704812400000,1935,2024-01-09 15:00:00+00:00
117229.0,183.2047,183.17,183.17,183.27,183.11,1704812460000,1820,2024-01-09 15:01:00+00:00
88533.0,183.1741,183.17,183.18,183.24,183.1,1704812520000,1413,2024-01-09 15:02:00+00:00
74907.0,183.1308,183.19,183.1201,183.21,183.07,1704812580000,1461,2024-01-09 15:03:00+00:00
86542.0,183.1003,183.12,183.0599,183.16,183.0425,1704812640000,1323,2024-01-09 15:04:00+00:00
131720.0,183.0343,183.06,183.01,183.12,182.97,1704812700000,3191,2024-01-09 15:05:00+00:00
120643.0,183.1604,183.01,183.25,183.27,183.005,1704812760000,3487,2024-01-09 15:06:00+00:00
200162.0,183.3217,183.255,183.36,183.41,183.25,1704812820000,4662,2024-01-09 15:07:00+00:00
174279.0,183.444,183.37,183.5,183.51,183.37,1704812880000,4958,2024-01-09 15:08:00+00:00
143404.0,183.561,183.505,183.62,183.63,183.4422,1704812940000,4277,2024-01-09 15:09:00+00:00
183106.0,183.7184,183.625,183.7901,183.795,183.62,1704813000000,4514,2024-01-09 15:10:00+00:00
134687.0,183.795,183.79,183.8367,183.85,183.7,1704813060000,4043,2024-01-09 15:11:00+00:00
111819.0,183.8244,183.83,183.82,183.86,183.78,1704813120000,4317,2024-01-09 15:12:00+00:00
83135.0,183.8007,183.82,183.815,183.84,183.765,1704813180000,4458,2024-01-09 15:13:00+00:00
114215.0,183.8755,183.805,183.93,183.94,183.8,1704813240000,4386,2024-01-09 15:14:00+00:00
150517.0,183.9332,183.9213,183.93,183.98,183.875,1704813300000,4867,2024-01-09 15:15:00+00:00
141695.0,183.8908,183.93,183.85,183.97,183.8088,1704813360000,5001,2024-01-09 15:16:00+00:00
119956.0,183.8842,183.86,183.8501,183.94,183.84,1704813420000,4618,2024-01-09 15:17:00+00:00
138126.0,183.7839,183.86,183.73,183.91,183.6601,1704813480000,5018,2024-01-09 15:18:00+00:00
76409.0,183.8137,183.73,183.8424,183.89,183.71,1704813540000,4128,2024-01-09 15:19:00+00:00
88671.0,183.871,183.84,183.83,183.91,183.825,1704813600000,4380,2024-01-09 15:20:00+00:00
76086.0,183.8554,183.8314,183.81,183.89,183.81,1704813660000,4184,2024-01-09 15:21:00+00:00
68961.0,183.8092,183.82,183.8024,183.86,183.775,1704813720000,3949,2024-01-09 15:22:00+00:00
52984.0,183.8266,183.8,183.78,183.87,183.78,1704813780000,3978,2024-01-09 15:23:00+00:00
96603.0,183.7725,183.77,183.76,183.83,183.73,1704813840000,3696,2024-01-09 15:24:00+00:00
118021.0,183.6338,183.7487,183.59,183.7487,183.5401,1704813900000,3946,2024-01-09 15:25:00+00:00
81044.0,183.5692,183.58,183.55,183.61,183.535,1704813960000,3421,2024-01-09 15:26:00+00:00
80578.0,183.5621,183.55,183.53,183.61,183.511,1704814020000,3515,2024-01-09 15:27:00+00:00
104019.0,183.481,183.525,183.515,183.525,183.425,1704814080000,4669,2024-01-09 15:28:00+00:00
75670.0,183.5236,183.525,183.525,183.5528,183.49,1704814140000,4374,2024-01-09 15:29:00+00:00
107355.0,183.4858,183.53,183.475,183.53,183.4317,1704814200000,4444,2024-01-09 15:30:00+00:00
51357.0,183.4635,183.49,183.45,183.5,183.4203,1704814260000,4101,2024-01-09 15:31:00+00:00
134134.0,183.301,183.45,183.22,183.45,183.21,1704814320000,5147,2024-01-09 15:32:00+00:00
106189.0,183.3524,183.2301,183.45,183.46,183.2301,1704814380000,4331,2024-01-09 15:33:00+00:00
96926.0,183.4778,183.45,183.4939,183.515,183.44,1704814440000,4379,2024-01-09 15:34:00+00:00
68602.0,183.4989,183.49,183.5341,183.54,183.4555,1704814500000,3894,2024-01-09 15:35:00+00:00
67082.0,183.5693,183.54,183.6066,183.62,183.5,1704814560000,3760,2024-01-09 15:36:00+00:00
81712.0,183.6357,183.605,183.6199,183.67,183.59,1704814620000,3572,2024-01-09 15:37:00+00:00
77130.0,183.6273,183.62,183.581,183.68,183.5715,1704814680000,3712,2024-01-09 15:38:00+00:00
101193.0,183.6755,183.59,183.735,183.7385,183.5875,1704814740000,3641,2024-01-09 15:39:00+00:00
74632.0,183.6978,183.735,183.7,183.74,183.635,1704814800000,3574,2024-01-09 15:40:00+00:00
54225.0,183.6482,183.695,183.6379,183.695,183.615,1704814860000,3189,2024-01-09 15:41:00+00:00
48246.0,183.6348,183.64,183.645,183.6584,183.61,1704814920000,3165,2024-01-09 15:42:00+00:00
56451.0,183.6787,183.64,183.695,183.72,183.63,1704814980000,2754,2024-01-09 15:43:00+00:00
44093.0,183.6372,183.695,183.6103,183.7,183.585,1704815040000,739,2024-01-09 15:44:00+00:00
53180.0,183.6525,183.61,183.6601,183.7,183.5989,1704815100000,801,2024-01-09 15:45:00+00:00
83683.0,183.7249,183.67,183.75,183.78,183.67,1704815160000,1099,2024-01-09 15:46:00+00:00
90719.0,183.7426,183.745,183.75,183.765,183.7,1704815220000,979,2024-01-09 15:47:00+00:00
56258.0,183.7148,183.745,183.665,183.75,183.65,1704815280000,912,2024-01-09 15:48:00+00:00
44590.0,183.7115,183.6601,183.77,183.78,183.655,1704815340000,651,2024-01-09 15:49:00+00:00
50060.0,183.7595,183.77,183.77,183.79,183.69,1704815400000,770,2024-01-09 15:50:00+00:00
80152.0,183.7945,183.775,183.7913,183.81,183.76,1704815460000,1033,2024-01-09 15:51:00+00:00
57928.0,183.7762,183.79,183.73,183.8,183.73,1704815520000,839,2024-01-09 15:52:00+00:00
60793.0,183.6832,183.735,183.585,183.74,183.5822,1704815580000,978,2024-01-09 15:53:00+00:00
91915.0,183.5689,183.59,183.6,183.64,183.52,1704815640000,1142,2024-01-09 15:54:00+00:00
96890.0,183.6782,183.61,183.735,183.75,183.59,1704815700000,1031,2024-01-09 15:55:00+00:00
62011.0,183.6663,183.73,183.635,183.73,183.61,1704815760000,817,2024-01-09 15:56:00+00:00
58178.0,183.6321,183.6399,183.6223,183.66,183.5957,1704815820000,785,2024-01-09 15:57:00+00:00
69856.0,183.5464,183.63,183.5203,183.65,183.49,1704815880000,1100,2024-01-09 15:58:00+00:00
51568.0,183.5273,183.53,183.4925,183.57,183.49,1704815940000,748,2024-01-09 15:59:00+00:00
67354.0,183.5377,183.49,183.58,183.58,183.49,1704816000000,865,2024-01-09 16:00:00+00:00
46598.0,183.5674,183.58,183.61,183.61,183.53,1704816060000,746,2024-01-09 16:01:00+00:00
60640.0,183.6493,183.605,183.71,183.72,183.5816,1704816120000,812,2024-01-09 16:02:00+00:00
50282.0,183.7413,183.71,183.75,183.77,183.71,1704816180000,734,2024-01-09 16:03:00+00:00
71443.0,183.7828,183.75,183.77,183.8,183.7416,1704816240000,778,2024-01-09 16:04:00+00:00
54907.0,183.7412,183.77,183.755,183.8,183.7019,1704816300000,853,2024-01-09 16:05:00+00:00
65165.0,183.7759,183.74,183.785,183.8,183.74,1704816360000,830,2024-01-09 16:06:00+00:00
42653.0,183.7671,183.785,183.72,183.79,183.7143,1704816420000,768,2024-01-09 16:07:00+00:00
60164.0,183.69,183.72,183.66,183.73,183.655,1704816480000,818,2024-01-09 16:08:00+00:00
105292.0,183.6729,183.66,183.73,183.735,183.63,1704816540000,930,2024-01-09 16:09:00+00:00
45200.0,183.7611,183.725,183.77,183.7899,183.725,1704816600000,655,2024-01-09 16:10:00+00:00
45086.0,183.7382,183.76,183.75,183.7778,183.6926,1704816660000,732,2024-01-09 16:11:00+00:00
38977.0,183.7415,183.7428,183.76,183.76,183.715,1704816720000,583,2024-01-09 16:12:00+00:00
75142.0,183.7895,183.75,183.815,183.83,183.75,1704816780000,899,2024-01-09 16:13:00+00:00
46103.0,183.8072,183.82,183.805,183.83,183.78,1704816840000,687,2024-01-09 16:14:00+00:00
58450.0,183.822,183.81,183.855,183.86,183.79,1704816900000,862,2024-01-09 16:15:00+00:00
176557.0,184.0053,183.8501,184.0749,184.1,183.8501,1704816960000,1849,2024-01-09 16:16:00+00:00
114693.0,184.0715,184.07,184.075,184.1099,184.0336,1704817020000,1189,2024-01-09 16:17:00+00:00
95820.0,184.1115,184.0879,184.115,184.155,184.0501,1704817080000,1101,2024-01-09 16:18:00+00:00
52836.0,184.0945,184.115,184.075,184.12,184.0701,1704817140000,764,2024-01-09 16:19:00+00:00
78456.0,184.0699,184.0769,184.105,184.11,184.035,1704817200000,970,2024-01-09 16:20:00+00:00
58102.0,184.1005,184.11,184.1,184.125,184.08,1704817260000,866,2024-01-09 16:21:00+00:00
55786.0,184.0584,184.095,184.075,184.095,184.03,1704817320000,815,2024-01-09 16:22:00+00:00
43955.0,184.0925,184.08,184.09,184.12,184.07,1704817380000,728,2024-01-09 16:23:00+00:00
50309.0,184.1128,184.0897,184.15,184.15,184.085,1704817440000,793,2024-01-09 16:24:00+00:00
79845.0,184.1197,184.146,184.09,184.16,184.07,1704817500000,993,2024-01-09 16:25:00+00:00
59217.0,184.1184,184.0876,184.14,184.15,184.085,1704817560000,890,2024-01-09 16:26:00+00:00
183344.0,184.2205,184.1409,184.2494,184.26,184.14,1704817620000,1990,2024-01-09 16:27:00+00:00
358897.0,184.1464,184.245,184.22,184.25,184.165,1704817680000,1185,2024-01-09 16:28:00+00:00
84432.0,184.2224,184.23,184.23,184.24,184.2,1704817740000,904,2024-01-09 16:29:00+00:00
153411.0,184.2458,184.23,184.155,184.29,184.15,1704817800000,1579,2024-01-09 16:30:00+00:00
153540.0,184.2542,184.155,184.305,184.315,184.15,1704817860000,1627,2024-01-09 16:31:00+00:00
118982.0,184.3271,184.305,184.36,184.38,184.27,1704817920000,1200,2024-01-09 16:32:00+00:00
132339.0,184.358,184.365,184.41,184.415,184.285,1704817980000,1397,2024-01-09 16:33:00+00:00
81851.0,184.421,184.415,184.4276,184.445,184.4,1704818040000,933,2024-01-09 16:34:00+00:00
107561.0,184.4063,184.42,184.405,184.445,184.365,1704818100000,1118,2024-01-09 16:35:00+00:00
62750.0,184.3761,184.41,184.415,184.42,184.33,1704818160000,780,2024-01-09 16:36:00+00:00
56947.0,184.3743,184.4101,184.37,184.42,184.32,1704818220000,787,2024-01-09 16:37:00+00:00
42382.0,184.3642,184.36,184.3301,184.39,184.32,1704818280000,615,2024-01-09 16:38:00+00:00
81751.0,184.3117,184.33,184.315,184.3553,184.26,1704818340000,996,2024-01-09 16:39:00+00:00
82304.0,184.1054,184.3114,184.25,184.33,184.23,1704818400000,823,2024-01-09 16:40:00+00:00
99070.0,184.215,184.25,184.195,184.255,184.1712,1704818460000,975,2024-01-09 16:41:00+00:00
76232.0,184.1916,184.2,184.19,184.2,184.1601,1704818520000,965,2024-01-09 16:42:00+00:00
51098.0,184.1932,184.19,184.1999,184.2025,184.1701,1704818580000,710,2024-01-09 16:43:00+00:00
87953.0,184.2544,184.195,184.261,184.31,184.171,1704818640000,1095,2024-01-09 16:44:00+00:00
50651.0,184.2637,184.265,184.2434,184.29,184.24,1704818700000,701,2024-01-09 16:45:00+00:00
36283.0,184.2648,184.2413,184.25,184.288,184.24,1704818760000,535,2024-01-09 16:46:00+00:00
32914.0,184.2703,184.26,184.2853,184.29,184.245,1704818820000,463,2024-01-09 16:47:00+00:00
56826.0,184.2727,184.285,184.275,184.2999,184.2414,1704818880000,696,2024-01-09 16:48:00+00:00
69669.0,184.3469,184.2783,184.39,184.3978,184.27,1704818940000,814,2024-01-09 16:49:00+00:00
89909.0,184.4254,184.395,184.45,184.46,184.375,1704819000000,748,2024-01-09 16:50:00+00:00
42968.0,184.4642,184.458,184.465,184.4898,184.45,1704819060000,645,2024-01-09 16:51:00+00:00
66649.0,184.4782,184.465,184.51,184.51,184.45,1704819120000,899,2024-01-09 16:52:00+00:00
70549.0,184.549,184.51,184.55,184.59,184.5,1704819180000,878,2024-01-09 16:53:00+00:00
52378.0,184.6003,184.555,184.615,184.625,184.555,1704819240000,652,2024-01-09 16:54:00+00:00
94484.0,184.6539,184.61,184.68,184.69,184.6,1704819300000,998,2024-01-09 16:55:00+00:00
91119.0,184.6868,184.68,184.69,184.7175,184.66,1704819360000,925,2024-01-09 16:56:00+00:00
57010.0,184.7081,184.7,184.7219,184.7322,184.685,1704819420000,634,2024-01-09 16:57:00+00:00
59340.0,184.746,184.729,184.7501,184.775,184.72,1704819480000,949,2024-01-09 16:58:00+00:00
48707.0,184.7599,184.755,184.79,184.8,184.73,1704819540000,796,2024-01-09 16:59:00+00:00
115433.0,184.7115,184.795,184.63,184.83,184.615,1704819600000,1290,2024-01-09 17:00:00+00:00
79025.0,184.6087,184.6384,184.59,184.6397,184.57,1704819660000,946,2024-01-09 17:01:00+00:00
52547.0,184.5795,184.59,184.64,184.65,184.58,1704819720000,631,2024-01-09 17:02:00+00:00
42230.0,184.6005,184.65,184.56,184.65,184.56,1704819780000,643,2024-01-09 17:03:00+00:00
101612.0,184.5865,184.5531,184.595,184.6177,184.54,1704819840000,1097,2024-01-09 17:04:00+00:00
46656.0,184.6242,184.595,184.66,184.66,184.59,1704819900000,604,2024-01-09 17:05:00+00:00
90057.0,184.6659,184.66,184.69,184.69,184.645,1704819960000,741,2024-01-09 17:06:00+00:00
62221.0,184.7304,184.685,184.7401,184.765,184.675,1704820020000,701,2024-01-09 17:07:00+00:00
53640.0,184.7333,184.745,184.7399,184.76,184.7,1704820080000,679,2024-01-09 17:08:00+00:00
59743.0,184.7535,184.74,184.7723,184.78,184.7201,1704820140000,609,2024-01-09 17:09:00+00:00
55483.0,184.7217,184.7745,184.705,184.78,184.7006,1704820200000,636,2024-01-09 17:10:00+00:00
48376.0,184.6745,184.71,184.63,184.72,184.63,1704820260000,875,2024-01-09 17:11:00+00:00
43065.0,184.6208,184.62,184.59,184.65,184.59,1704820320000,697,2024-01-09 17:12:00+00:00
60586.0,184.5874,184.59,184.5701,184.62,184.57,1704820380000,655,2024-01-09 17:13:00+00:00
36180.0,184.5591,184.58,184.545,184.59,184.53,1704820440000,594,2024-01-09 17:14:00+00:00
50480.0,184.5569,184.55,184.5782,184.5782,184.54,1704820500000,609,2024-01-09 17:15:00+00:00
72277.0,184.4887,184.5781,184.4284,184.58,184.4201,1704820560000,931,2024-01-09 17:16:00+00:00
59753.0,184.4059,184.42,184.42,184.4317,184.38,1704820620000,782,2024-01-09 17:17:00+00:00
66503.0,184.4679,184.425,184.4899,184.49,184.42,1704820680000,602,2024-01-09 17:18:00+00:00
45503.0,184.4313,184.49,184.4,184.5,184.38,1704820740000,682,2024-01-09 17:19:00+00:00
44640.0,184.4363,184.39,184.465,184.465,184.375,1704820800000,591,2024-01-09 17:20:00+00:00
29311.0,184.4545,184.465,184.435,184.48,184.42,1704820860000,556,2024-01-09 17:21:00+00:00
26001.0,184.4088,184.43,184.385,184.445,184.3818,1704820920000,542,2024-01-09 17:22:00+00:00
48658.0,184.4052,184.39,184.4025,184.425,184.39,1704820980000,588,2024-01-09 17:23:00+00:00
31307.0,184.4073,184.405,184.4018,184.42,184.385,1704821040000,563,2024-01-09 17:24:00+00:00
43666.0,184.4472,184.405,184.47,184.47,184.405,1704821100000,638,2024-01-09 17:25:00+00:00
47706.0,184.4603,184.465,184.4801,184.49,184.435,1704821160000,567,2024-01-09 17:26:00+00:00
28126.0,184.4416,184.485,184.415,184.485,184.405,1704821220000,495,2024-01-09 17:27:00+00:00
37646.0,184.4332,184.4171,184.425,184.46,184.41,1704821280000,536,2024-01-09 17:28:00+00:00
22355.0,184.4359,184.42,184.44,184.4569,184.42,1704821340000,442,2024-01-09 17:29:00+00:00
25919.0,184.4489,184.44,184.46,184.47,184.43,1704821400000,546,2024-01-09 17:30:00+00:00
56697.0,184.4178,184.45,184.41,184.457,184.4,1704821460000,842,2024-01-09 17:31:00+00:00
26016.0,184.4334,184.415,184.435,184.455,184.4,1704821520000,480,2024-01-09 17:32:00+00:00
50683.0,184.4061,184.44,184.415,184.44,184.39,1704821580000,717,2024-01-09 17:33:00+00:00
40329.0,184.4394,184.41,184.435,184.46,184.4025,1704821640000,566,2024-01-09 17:34:00+00:00
41535.0,184.4154,184.435,184.41,184.44,184.4,1704821700000,623,2024-01-09 17:35:00+00:00
70840.0,184.4071,184.4073,184.395,184.445,184.39,1704821760000,997,2024-01-09 17:36:00+00:00
43131.0,184.4403,184.3915,184.4522,184.47,184.3915,1704821820000,633,2024-01-09 17:37:00+00:00
36518.0,184.4334,184.455,184.46,184.46,184.4,1704821880000,583,2024-01-09 17:38:00+00:00
18218.0,184.4499,184.46,184.44,184.47,184.43,1704821940000,409,2024-01-09 17:39:00+00:00
60684.0,184.5055,184.435,184.56,184.56,184.435,1704822000000,661,2024-01-09 17:40:00+00:00
49908.0,184.5907,184.565,184.59,184.63,184.55,1704822060000,663,2024-01-09 17:41:00+00:00
38498.0,184.6002,184.59,184.62,184.62,184.575,1704822120000,590,2024-01-09 17:42:00+00:00
33681.0,184.6154,184.6102,184.6,184.63,184.6,1704822180000,481,2024-01-09 17:43:00+00:00
23508.0,184.5881,184.61,184.585,184.61,184.56,1704822240000,554,2024-01-09 17:44:00+00:00
31480.0,184.5548,184.5809,184.555,184.59,184.54,1704822300000,501,2024-01-09 17:45:00+00:00
34132.0,184.5677,184.55,184.575,184.585,184.54,1704822360000,575,2024-01-09 17:46:00+00:00
38370.0,184.5782,184.585,184.565,184.61,184.5426,1704822420000,569,2024-01-09 17:47:00+00:00
29205.0,184.5415,184.585,184.5234,184.585,184.51,1704822480000,507,2024-01-09 17:48:00+00:00
39691.0,184.5643,184.53,184.58,184.59,184.5171,1704822540000,595,2024-01-09 17:49:00+00:00
53265.0,184.6048,184.585,184.655,184.66,184.57,1704822600000,842,2024-01-09 17:50:00+00:00
84037.0,184.6564,184.649,184.68,184.7,184.62,1704822660000,1019,2024-01-09 17:51:00+00:00
48338.0,184.6912,184.675,184.7,184.7,184.671,1704822720000,552,2024-01-09 17:52:00+00:00
68411.0,184.748,184.705,184.77,184.78,184.705,1704822780000,801,2024-01-09 17:53:00+00:00
45185.0,184.7706,184.77,184.7737,184.81,184.735,1704822840000,728,2024-01-09 17:54:00+00:00
37019.0,184.7547,184.7751,184.715,184.78,184.71,1704822900000,550,2024-01-09 17:55:00+00:00
45571.0,184.7134,184.715,184.73,184.7499,184.68,1704822960000,596,2024-01-09 17:56:00+00:00
31747.0,184.7755,184.74,184.7599,184.805,184.73,1704823020000,554,2024-01-09 17:57:00+00:00
31043.0,184.74,184.7503,184.715,184.775,184.7101,1704823080000,520,2024-01-09 17:58:00+00:00
31187.0,184.7166,184.71,184.72,184.74,184.7021,1704823140000,549,2024-01-09 17:59:00+00:00
90349.0,184.7263,184.72,184.71,184.77,184.7,1704823200000,1042,2024-01-09 18:00:00+00:00
31091.0,184.7147,184.72,184.7215,184.73,184.7,1704823260000,468,2024-01-09 18:01:00+00:00
128509.0,184.846,184.735,184.795,184.92,184.72,1704823320000,1579,2024-01-09 18:02:00+00:00
36732.0,184.8543,184.795,184.845,184.89,184.79,1704823380000,493,2024-01-09 18:03:00+00:00
40116.0,184.8263,184.8453,184.82,184.855,184.8,1704823440000,558,2024-01-09 18:04:00+00:00
44732.0,184.7714,184.83,184.76,184.85,184.7383,1704823500000,740,2024-01-09 18:05:00+00:00
57195.0,184.639,184.76,184.57,184.7677,184.55,1704823560000,829,2024-01-09 18:06:00+00:00
51524.0,184.5876,184.575,184.608,184.615,184.55,1704823620000,691,2024-01-09 18:07:00+00:00
42690.0,184.5557,184.6,184.535,184.6,184.51,1704823680000,542,2024-01-09 18:08:00+00:00
35529.0,184.5516,184.535,184.5382,184.57,184.525,1704823740000,577,2024-01-09 18:09:00+00:00
41562.0,184.588,184.53,184.61,184.63,184.53,1704823800000,498,2024-01-09 18:10:00+00:00
57311.0,184.6878,184.61,184.71,184.7252,184.61,1704823860000,643,2024-01-09 18:11:00+00:00
43502.0,184.6892,184.705,184.6883,184.705,184.67,1704823920000,649,2024-01-09 18:12:00+00:00
53164.0,184.7006,184.68,184.735,184.74,184.66,1704823980000,631,2024-01-09 18:13:00+00:00
44108.0,184.7327,184.73,184.76,184.77,184.69,1704824040000,635,2024-01-09 18:14:00+00:00
51317.0,184.7467,184.76,184.7503,184.775,184.7,1704824100000,675,2024-01-09 18:15:00+00:00
42256.0,184.7031,184.7535,184.72,184.77,184.65,1704824160000,600,2024-01-09 18:16:00+00:00
42556.0,184.731,184.725,184.73,184.75,184.7,1704824220000,538,2024-01-09 18:17:00+00:00
25782.0,184.705,184.72,184.68,184.745,184.675,1704824280000,445,2024-01-09 18:18:00+00:00
53625.0,184.6834,184.69,184.68,184.71,184.66,1704824340000,672,2024-01-09 18:19:00+00:00
46092.0,184.6716,184.68,184.65,184.7,184.645,1704824400000,713,2024-01-09 18:20:00+00:00
39625.0,184.6527,184.65,184.66,184.685,184.63,1704824460000,565,2024-01-09 18:21:00+00:00
35776.0,184.6021,184.65,184.565,184.65,184.565,1704824520000,591,2024-01-09 18:22:00+00:00
66094.0,184.5434,184.5699,184.525,184.5902,184.52,1704824580000,792,2024-01-09 18:23:00+00:00
66821.0,184.4847,184.53,184.4579,184.54,184.4422,1704824640000,1042,2024-01-09 18:24:00+00:00
63241.0,184.4287,184.46,184.4401,184.482,184.39,1704824700000,932,2024-01-09 18:25:00+00:00
44576.0,184.4227,184.4458,184.4051,184.45,184.4,1704824760000,756,2024-01-09 18:26:00+00:00
57839.0,184.4801,184.41,184.475,184.5101,184.41,1704824820000,638,2024-01-09 18:27:00+00:00
53914.0,184.4555,184.47,184.41,184.5,184.4003,1704824880000,635,2024-01-09 18:28:00+00:00
66093.0,184.4141,184.4164,184.4,184.44,184.39,1704824940000,750,2024-01-09 18:29:00+00:00
218601.0,184.2429,184.4,184.17,184.4,184.11,1704825000000,2681,2024-01-09 18:30:00+00:00
